127.0.0.1 - - [15/Mar/2021:18:34:49 -0300] "GET / HTTP/1.1" 404 748
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:34:49 -0300] "GET /ProjetoTrilhaWeb/ HTTP/1.1" 200 1495
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:34:49 -0300] "GET /ProjetoTrilhaWeb/css/site.css HTTP/1.1" 200 2362
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:34:49 -0300] "GET /ProjetoTrilhaWeb/imgs/geladeira1.png HTTP/1.1" 200 21198
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:34:49 -0300] "GET /ProjetoTrilhaWeb/js/site.js HTTP/1.1" 200 2566
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:34:49 -0300] "GET /ProjetoTrilhaWeb/imgs/geladeira2.png HTTP/1.1" 200 18537
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:34:50 -0300] "GET /ProjetoTrilhaWeb/pages/site/general/cabecalho.html HTTP/1.1" 200 105
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:34:50 -0300] "GET /ProjetoTrilhaWeb/pages/site/general/menu.html HTTP/1.1" 200 266
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:34:50 -0300] "GET /ProjetoTrilhaWeb/pages/site/general/rodape.html HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:34:50 -0300] "GET /ProjetoTrilhaWeb/imgs/logo.png HTTP/1.1" 200 105602
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:25 -0300] "GET /ProjetoTrilhaWeb/pages/admin/ HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:25 -0300] "GET /ProjetoTrilhaWeb/css/admin.css HTTP/1.1" 200 3215
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:25 -0300] "GET /ProjetoTrilhaWeb/js/admin.js HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:25 -0300] "GET /ProjetoTrilhaWeb/css/jquery-ui.css HTTP/1.1" 200 36828
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:25 -0300] "GET /ProjetoTrilhaWeb/js/jquery-ui.js HTTP/1.1" 200 520714
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:26 -0300] "GET /favicon.ico HTTP/1.1" 404 759
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:26 -0300] "GET /ProjetoTrilhaWeb/pages/admin/general/footer.html HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:26 -0300] "GET /ProjetoTrilhaWeb/pages/admin/general/header.html HTTP/1.1" 200 966
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:26 -0300] "GET /ProjetoTrilhaWeb/imgs/logo.png HTTP/1.1" 200 105602
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:28 -0300] "GET /ProjetoTrilhaWeb/pages/admin/product/ HTTP/1.1" 200 1504
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:28 -0300] "GET /ProjetoTrilhaWeb/js/product.js HTTP/1.1" 200 3192
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:32 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 81
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:32 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 120
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:46 -0300] "GET /ProjetoTrilhaWeb/pages/admin/ HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:46 -0300] "GET /ProjetoTrilhaWeb/css/admin.css HTTP/1.1" 200 3215
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:46 -0300] "GET /ProjetoTrilhaWeb/js/admin.js HTTP/1.1" 200 1224
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:46 -0300] "GET /ProjetoTrilhaWeb/js/jquery-ui.js HTTP/1.1" 200 520714
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:46 -0300] "GET /ProjetoTrilhaWeb/css/jquery-ui.css HTTP/1.1" 200 36828
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:46 -0300] "GET /ProjetoTrilhaWeb/pages/admin/general/header.html HTTP/1.1" 200 966
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:46 -0300] "GET /ProjetoTrilhaWeb/pages/admin/general/footer.html HTTP/1.1" 200 39
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:46 -0300] "GET /favicon.ico HTTP/1.1" 404 759
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:46 -0300] "GET /ProjetoTrilhaWeb/imgs/logo.png HTTP/1.1" 200 105602
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:51 -0300] "GET /ProjetoTrilhaWeb/pages/admin/product/ HTTP/1.1" 200 1504
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:51 -0300] "GET /ProjetoTrilhaWeb/js/product.js HTTP/1.1" 200 3192
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:53 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 81
0:0:0:0:0:0:0:1 - - [15/Mar/2021:18:37:53 -0300] "GET /ProjetoTrilhaWeb/rest/produto/buscar?valorBusca= HTTP/1.1" 200 120
0:0:0:0:0:0:0:1 - - [15/Mar/2021:19:38:10 -0300] "GET /ProjetoTrilhaWeb/pages/admin/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Mar/2021:19:38:12 -0300] "GET /ProjetoTrilhaWeb/pages/admin/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Mar/2021:19:38:13 -0300] "GET /ProjetoTrilhaWeb/js/product.js HTTP/1.1" 200 3826
0:0:0:0:0:0:0:1 - - [15/Mar/2021:19:38:15 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscar HTTP/1.1" 200 81
